"Zipcode","Neighbourhood.Cleansed","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Square.Feet","Price","Review.Scores.Rating"
"28046","Nueva España","Apartment","Private room",1,2,1,6,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,31,86
"28039","Bellas Vistas","Apartment","Entire home/apt",4,1,3,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,75,100
"28039","Bellas Vistas","Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,79,NA
"28039","Bellas Vistas","Apartment","Private room",1,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,25,NA
"","Bellas Vistas","Other","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,41,95
"28020","Cuatro Caminos","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,55,94
"28020","Cuatro Caminos","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,25,100
"28020","Cuatro Caminos","Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,90,NA
"28020","Castillejos","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,24,NA
"28020","Castillejos","House","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room",NA,40,NA
"28003","Vallehermoso","Apartment","Entire home/apt",6,2,3,5,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Bathtub",NA,90,NA
"28003","Vallehermoso","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,24-hour check-in",NA,75,NA
"28003","Vallehermoso","Apartment","Entire home/apt",5,3,3,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron",NA,100,92
"28003","Vallehermoso","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,55,100
"28029","Valdeacederas","House","Private room",2,2,1,1,"Real Bed","Kitchen,Heating,Washer,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,19,97
"28039","Berruguete","Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Essentials,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,100
"28039","Berruguete","Apartment","Private room",2,1.5,1,2,"Real Bed","Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,45,NA
"28039","Berruguete","Apartment","Private room",2,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Smoking allowed,Elevator in building,Heating,First aid kit,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,22,90
"28015","Gaztambide","House","Private room",2,2,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",NA,20,87
"28015","Gaztambide","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Suitable for events,First aid kit,Essentials,Shampoo",NA,25,84
"28015","Gaztambide","Apartment","Private room",1,1.5,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,23,97
"28015","Arapiles","House","Private room",2,2,1,1,"Real Bed","TV,Elevator in building,Fire extinguisher,Hair dryer,Iron",NA,25,60
"28015","Arapiles","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,25,100
"28015","Arapiles","Apartment","Entire home/apt",4,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Doorman,Elevator in building,Heating,Washer,Essentials,Laptop friendly workspace",NA,45,NA
"28010","Almagro","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,52,95
"28010","Almagro","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,75,NA
"28003","Rios Rosas","Apartment","Private room",1,0,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,35,NA
"28003","Rios Rosas","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad",NA,55,98
"28003","Rios Rosas","Loft","Private room",1,1.5,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Washer,Dryer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,NA
"28003","Rios Rosas","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,90,NA
"28003","Rios Rosas","Apartment","Private room",2,3,1,1,"Real Bed","TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,67
"28035","Peñagrande","Apartment","Private room",2,1.5,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Elevator in building,Heating,Washer,Essentials",NA,37,NA
"28008","Argüelles","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,93
"28013","Argüelles","Apartment","Entire home/apt",4,2,2,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",NA,180,100
"28008","Argüelles","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",NA,120,NA
"28008","Argüelles","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,80,NA
"28008","Argüelles","Apartment","Shared room",10,1,1,10,"Real Bed","Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,11,40
"28008","Argüelles","Loft","Entire home/apt",4,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,69,87
"28008","Argüelles","House","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,49,NA
"28008","Argüelles","Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,95,NA
"28008","Argüelles","House","Private room",1,2,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,24,92
"28008","Argüelles","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,70,97
"28029","Pilar","Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,29,80
"28034","La Paz","Apartment","Private room",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Pool,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo",NA,25,90
"28039","Valdezarza","Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Smoking allowed,Pets allowed,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,96
"28039","Valdezarza","Apartment","Private room",2,1,1,1,"Futon","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,20,97
"28050","Valverde","Apartment","Entire home/apt",2,1,1,1,"Real Bed","Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers",NA,60,93
"28034","Valverde","House","Shared room",1,2,1,2,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Hangers",NA,14,74
"28050","Valverde","Bed & Breakfast","Private room",1,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Breakfast,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo",NA,20,100
"28034","El Goloso","Apartment","Private room",2,0.5,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Iron",NA,35,97
"28015","Ciudad Universitaria","Bed & Breakfast","Private room",2,5,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Breakfast,Heating,Washer,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,35,93
"28038","Numancia","Apartment","Entire home/apt",2,1,0,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,45,94
"28023","Valdemarín","Apartment","Entire home/apt",7,2,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,71,NA
"28023","El Plantío","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Pets live on this property,Dog(s),Cat(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,650,NA
"28047","Cármenes","Apartment","Private room",1,1,1,1,"Real Bed","TV,Kitchen,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron",NA,15,100
"28047","Cármenes","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",97,16,90
"28011","Puerta del Angel","Bed & Breakfast","Private room",4,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace",NA,24,97
"28011","Puerta del Angel","Apartment","Entire home/apt",4,1,2,2,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace",NA,60,82
"28013","Palacio","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,97
"28005","Palacio","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,72,95
"28013","Palacio","Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,25,80
"28012","Palacio","Apartment","Entire home/apt",8,2,4,6,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,220,97
"28005","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,68,99
"28013","Palacio","Apartment","Entire home/apt",8,2,3,5,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Private entrance",NA,190,100
"28013","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,99
"28005","Palacio","Apartment","Entire home/apt",6,2,3,4,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,115,94
"28013","Palacio","Apartment","Entire home/apt",7,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials",NA,66,83
"28005","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,149,100
"28013","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,93
"28013","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,55,60
"28013","Palacio","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,97
"28013","Palacio","Apartment","Entire home/apt",6,2,2,2,"Real Bed","TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",NA,285,NA
"28013","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace",NA,52,NA
"28013","Palacio","House","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,65,100
"28005","Palacio","Apartment","Entire home/apt",5,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,100,92
"28013","Palacio","Condominium","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,51,88
"28005","Palacio","Apartment","Entire home/apt",4,1,1,1,"Real Bed","Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,85,NA
"28005","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,89
"28013","Palacio","Apartment","Entire home/apt",4,1,1,1,"Real Bed","Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Iron",NA,64,95
"28005","Palacio","Apartment","Entire home/apt",5,2.5,3,3,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,128,98
"28013","Palacio","Apartment","Entire home/apt",6,1,3,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,95,94
"28005","Palacio","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",NA,40,96
"28005","Palacio","Apartment","Entire home/apt",5,2,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,95,93
"28005","Palacio","Apartment","Entire home/apt",6,2,2,3,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Heating,Family/kid friendly,Washer",NA,115,85
"28005","Palacio","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,100,96
"28013","Palacio","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,111,96
"28013","Palacio","Bed & Breakfast","Shared room",16,3,1,16,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials",1938,20,100
"28013","Palacio","Other","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,116,98
"28005","Palacio","Apartment","Entire home/apt",7,1.5,3,6,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,150,20
"28005","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Pets live on this property,Cat(s),Elevator in building,Heating,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,94
"28005","Palacio","Apartment","Entire home/apt",6,2,3,4,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,120,NA
"28005","Palacio","Apartment","Entire home/apt",6,2,3,4,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,201,97
"28005","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,26,94
"28013","Palacio","Apartment","Private room",2,2,1,1,"Real Bed","TV,Internet,Kitchen,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,NA
